35147,"Chelsea, AL",33.393150,-86.540060
35148,"Sumiton, AL",33.753310,-87.045743
35149,"Sycamore, AL (PO Boxes)",33.251347,-86.205391
35150,"Sylacauga, AL",33.188151,-86.259666
35151,"Sylacauga, AL",33.119694,-86.339366
35160,"Talladega, AL",33.425690,-86.113730
35171,"Thorsby, AL",32.906853,-86.718816
35172,"Trafford, AL",33.826919,-86.712891
35173,"Trussville, AL",33.638787,-86.580364
35175,"Union Grove, AL",34.437416,-86.521203
35176,"Vandiver, AL",33.478367,-86.509882
35178,"Vincent, AL",33.409599,-86.402750
35179,"Vinemont, AL",34.257944,-86.922765
35180,"Warrior, AL",33.826430,-86.824656
35183,"Weogufka, AL",33.011521,-86.346605
35184,"West Blocton, AL",33.126371,-87.128481
35186,"Wilsonville, AL",33.257633,-86.498929
35187,"Wilton, AL",33.080534,-86.885794
35188,"Woodstock, AL",33.202727,-87.155777
35203,"Birmingham, AL",33.519245,-86.809838
35204,"Birmingham, AL",33.520118,-86.837797
35205,"Birmingham, AL",33.497013,-86.805802
35206,"Birmingham, AL",33.565313,-86.722108
35207,"Birmingham, AL",33.559942,-86.818534
35208,"Birmingham, AL",33.495617,-86.880141
35209,"Homewood, AL",33.470239,-86.805963
35210,"Irondale, AL",33.544043,-86.676695
35211,"Birmingham, AL",33.478577,-86.859707
35212,"Birmingham, AL",33.540833,-86.752248
35213,"Mountain Brook, AL",33.507961,-86.744877
35214,"Forestdale, AL",33.560897,-86.892527
35215,"Birmingham, AL",33.638318,-86.694612
35216,"Vestavia Hills, AL",33.420505,-86.785925
35217,"Tarrant, AL",33.589637,-86.765328
35218,"Birmingham, AL",33.507768,-86.894813
35221,"Birmingham, AL",33.451194,-86.895839
35222,"Birmingham, AL",33.523332,-86.772703
35223,"Mountain Brook, AL",33.488330,-86.744064
35224,"Birmingham, AL",33.518677,-86.931028
35226,"Hoover, AL",33.406923,-86.833120
35228,"Midfield, AL",33.455673,-86.926095
35229,"Homewood, AL",33.464275,-86.791159
35233,"Birmingham, AL",33.509833,-86.799796
35234,"Birmingham, AL",33.538314,-86.807590
35235,"Birmingham, AL",33.609854,-86.655123
35242,"Hoover, AL",33.415344,-86.687552
35243,"Vestavia Hills, AL",33.440918,-86.741509
35244,"Hoover, AL",33.358318,-86.816121
35254,"Birmingham, AL",33.518012,-86.851923
35401,"Tuscaloosa, AL",33.193830,-87.575898
35404,"Tuscaloosa, AL",33.215665,-87.495654
35405,"Tuscaloosa, AL",33.147976,-87.525317
35406,"Tuscaloosa, AL",33.277291,-87.504940
35441,"Akron, AL",32.852763,-87.750329
35442,"Aliceville, AL",33.100110,-88.164917
35443,"Boligee, AL",32.751369,-88.016364
35444,"Brookwood, AL",33.289981,-87.298841
35446,"Buhl, AL",33.200577,-87.737735
35447,"Carrollton, AL",33.251569,-88.167326
35452,"Coker, AL",33.251206,-87.672301
35453,"Cottondale, AL",33.178493,-87.405121
35456,"Duncanville, AL",33.069686,-87.440815
35458,"Elrod, AL",33.344803,-87.784117
35459,"Emelle, AL",32.825642,-88.301010
35460,"Epes, AL",32.706614,-88.142697
35461,"Ethelsville, AL",33.417374,-88.213613
35462,"Eutaw, AL",32.922980,-87.937430
35463,"Fosters, AL",33.067553,-87.672524
35464,"Gainesville, AL",32.816777,-88.160398
35466,"Gordo, AL",33.289892,-87.895910
35469,"Knoxville, AL",32.981199,-87.768414
35470,"Livingston, AL",32.552502,-88.136136
35473,"Northport, AL",33.266360,-87.585152
35474,"Moundville, AL",32.967957,-87.602081
35475,"Northport, AL",33.379804,-87.590356
35476,"Northport, AL",33.229040,-87.590773
35477,"Panola, AL (PO Boxes)",32.956225,-88.241160
35480,"Ralph, AL",33.078038,-87.819226
35481,"Reform, AL",33.392061,-88.026670
35490,"Vance, AL",33.194313,-87.249163
35501,"Jasper, AL",33.828053,-87.283242
35503,"Jasper, AL",33.914530,-87.299612
35504,"Jasper, AL",33.885885,-87.209199
35540,"Addison, AL",34.223269,-87.171400
35541,"Arley, AL",34.075356,-87.193045
35542,"Bankston, AL",33.714567,-87.678590
35543,"Bear Creek, AL",34.248024,-87.719149
35544,"Beaverton, AL",33.948167,-88.016378
35545,"Belk, AL",33.649397,-87.931466
35546,"Berry, AL",33.628887,-87.580668
35548,"Brilliant, AL",34.045003,-87.751136
35549,"Carbon Hill, AL",33.878787,-87.524600
35550,"Cordova, AL",33.755627,-87.165427
35552,"Detroit, AL",34.062347,-88.139227
35553,"Double Springs, AL",34.138210,-87.393637
35554,"Eldridge, AL",33.902883,-87.652717
35555,"Fayette, AL",33.682625,-87.825904
35559,"Glen Allen, AL",33.908183,-87.734610
35563,"Guin, AL",33.978523,-87.891860
35564,"Hackleburg, AL",34.273198,-87.834644
35565,"Haleyville, AL",34.225299,-87.611947
35570,"Hamilton, AL",34.149533,-88.003490
35571,"Hodges, AL",34.345278,-87.947429
35572,"Houston, AL",34.155508,-87.284273
35574,"Kennedy, AL",33.586869,-87.966206
35575,"Lynn, AL",34.049987,-87.572394
35576,"Millport, AL",33.585460,-88.108027
35577,"Natural Bridge, AL",34.093359,-87.604289
35578,"Nauvoo, AL",33.971516,-87.456780
35579,"Oakman, AL",33.668716,-87.375675
35580,"Parrish, AL",33.689460,-87.263995
35581,"Phil Campbell, AL",34.348512,-87.706415
35582,"Red Bay, AL",34.454968,-88.121016
35584,"Sipsey, AL",33.823106,-87.086260
35585,"Spruce Pine, AL",34.414988,-87.767808
35586,"Sulligent, AL",33.867496,-88.132305
35587,"Townley, AL",33.806715,-87.428898
35592,"Vernon, AL",33.752919,-88.091493
35593,"Vina, AL",34.376375,-88.063820
35594,"Winfield, AL",33.927754,-87.789759
35601,"Decatur, AL",34.594381,-86.989615
35603,"Decatur, AL",34.546300,-86.968664
35610,"Anderson, AL",34.954458,-87.245959
35611,"Athens, AL",34.784165,-87.039522
35613,"Athens, AL",34.803998,-86.901069
35614,"Athens, AL",34.859236,-87.060236
35616,"Cherokee, AL",34.749956,-88.004619
35618,"North Courtland, AL",34.663222,-87.308586
35619,"Danville, AL",34.408050,-87.130810
35620,"Elkmont, AL",34.924799,-86.982057
35621,"Eva, AL",34.332659,-86.750215
35622,"Falkville, AL",34.347256,-86.906008
35630,"Florence, AL",34.819397,-87.662969
35633,"Florence, AL",34.891241,-87.760702
35634,"Florence, AL",34.892377,-87.599590
35640,"Hartselle, AL",34.443188,-86.942570
35643,"Hillsboro, AL",34.652617,-87.203249
35645,"Killen, AL",34.894134,-87.509373
35646,"Leighton, AL",34.660155,-87.535178
35647,"Lester, AL",34.963463,-87.120904
35648,"Lexington, AL",34.961544,-87.380788
35649,"Mooresville, AL",34.624060,-86.872432
35650,"Moulton, AL",34.492216,-87.283284
35651,"Mount Hope, AL",34.481511,-87.488487
35652,"Rogersville, AL",34.836701,-87.311800
35653,"Russellville, AL",34.521618,-87.801145
35654,"Russellville, AL",34.508510,-87.659572
35660,"Sheffield, AL",34.759276,-87.694575
35661,"Muscle Shoals, AL",34.759298,-87.621983
35670,"Somerville, AL",34.481522,-86.753573
35671,"Tanner, AL",34.668990,-86.950044
35672,"Town Creek, AL",34.648120,-87.411560
35673,"Trinity, AL",34.575170,-87.134216
35674,"Tuscumbia, AL",34.698066,-87.721229
35677,"Waterloo, AL",34.948760,-88.026799
35739,"Ardmore, AL",34.972502,-86.801836
35740,"Bridgeport, AL",34.944145,-85.731504
35741,"Huntsville, AL",34.715375,-86.488326
35744,"Dutton, AL",34.607142,-85.911765
35745,"Estillfork, AL",34.943634,-86.180196
35746,"Fackler, AL",34.819010,-85.980130
35747,"Grant, AL",34.479197,-86.289470
35748,"Gurley, AL",34.709444,-86.394098
35749,"Harvest, AL",34.818362,-86.754074
35750,"Hazel Green, AL",34.947226,-86.585519
35751,"Hollytree, AL (PO Boxes)",34.807639,-86.249432
35752,"Hollywood, AL",34.746295,-85.933347
35754,"Laceys Spring, AL",34.515417,-86.602285
35755,"Langston, AL",34.502175,-86.124512
35756,"Madison, AL",34.649907,-86.802907
35757,"Madison, AL",34.774035,-86.748527
35758,"Madison, AL",34.714852,-86.742716
35759,"Meridianville, AL",34.862389,-86.563603
35760,"New Hope, AL",34.544651,-86.393171
35761,"New Market, AL",34.897687,-86.443101
35763,"Huntsville, AL",34.635774,-86.469857
35764,"Paint Rock, AL",34.690848,-86.317059
35765,"Pisgah, AL",34.681436,-85.811678
35766,"Princeton, AL (PO Boxes)",34.858369,-86.230299
35768,"Scottsboro, AL",34.715472,-86.070777
35769,"Scottsboro, AL",34.608365,-86.072934
35771,"Section, AL",34.543759,-85.993399
35772,"Stevenson, AL",34.871165,-85.837835
35773,"Toney, AL",34.891069,-86.707941
35774,"Trenton, AL (PO Boxes)",34.755336,-86.213417
35775,"Valhermoso Springs, AL",34.542934,-86.705960
35776,"Woodville, AL",34.665149,-86.240094
35801,"Huntsville, AL",34.727009,-86.575682
35802,"Huntsville, AL",34.670229,-86.559785
35803,"Huntsville, AL",34.595216,-86.546047
35805,"Huntsville, AL",34.711457,-86.618016
35806,"Huntsville, AL",34.756254,-86.680090
35808,"Redstone Arsenal, AL",34.639224,-86.648786
35810,"Huntsville, AL",34.782309,-86.605015
35811,"Huntsville, AL",34.785613,-86.521809
35816,"Huntsville, AL",34.739847,-86.628853
35824,"Huntsville, AL",34.649630,-86.749165
35896,"Huntsville, AL",34.755495,-86.654276
35901,"Gadsden, AL",34.015945,-85.993683
35903,"Gadsden, AL",33.996997,-85.931346
35904,"Gadsden, AL",34.026619,-86.036287
35905,"Glencoe, AL",33.943787,-85.922632
35906,"Rainbow City, AL",33.943179,-86.064348
35907,"Southside, AL",33.903312,-86.026296
35950,"Albertville, AL",34.261537,-86.235242
35951,"Albertville, AL",34.318908,-86.177997
35952,"Altoona, AL",34.058408,-86.323093
35953,"Ashville, AL",33.822694,-86.239015
35954,"Attalla, AL",34.041200,-86.076676
35956,"Whitesboro, AL",34.156248,-86.131968
35957,"Boaz, AL",34.203773,-86.173055
35958,"Bryant, AL",34.920565,-85.640234
35959,"Cedar Bluff, AL",34.228587,-85.597205
35960,"Centre, AL",34.143014,-85.614645
35961,"Collinsville, AL",34.278577,-85.855754
35962,"Crossville, AL",34.299346,-86.036639
35963,"Dawson, AL",34.351631,-85.926545
35966,"Flat Rock, AL",34.785646,-85.688561
35967,"Fort Payne, AL",34.423900,-85.703079
35968,"Fort Payne, AL",34.489106,-85.758754
35971,"Fyffe, AL",34.457087,-85.929761
35972,"Gallant, AL",33.993999,-86.246870
35973,"Gaylesville, AL",34.333119,-85.552517
35974,"Geraldine, AL",34.362751,-86.010291
35975,"Groveoak, AL (PO Boxes)",34.439345,-86.052603
35976,"Guntersville, AL",34.347836,-86.310055
35978,"Henagar, AL",34.641114,-85.737821
35979,"Higdon, AL",34.834876,-85.611530
35980,"Horton, AL",34.178588,-86.367240
35981,"Ider, AL",34.718566,-85.654477
35983,"Leesburg, AL",34.184950,-85.765439
35984,"Mentone, AL",34.541509,-85.577380
35986,"Rainsville, AL",34.500923,-85.845078
35987,"Steele, AL",33.913458,-86.242447
35988,"Sylvania, AL",34.560655,-85.800316
35989,"Valley Head, AL",34.590655,-85.642390
35990,"Walnut Grove, AL",34.066448,-86.304539
36003,"Autaugaville, AL",32.435099,-86.698826
36005,"Banks, AL",31.858389,-85.743382
36006,"Billingsley, AL",32.651344,-86.715241
36009,"Brantley, AL",31.575200,-86.293291
36010,"Brundidge, AL",31.678844,-85.824426
36013,"Pike Road, AL",32.295059,-85.994989
36016,"Clayton, AL",31.850222,-85.414701
36017,"Clio, AL",31.692752,-85.564379
36020,"Coosada, AL",32.496899,-86.326776
36022,"Deatsville, AL",32.610998,-86.389611
36024,"Eclectic, AL",32.680002,-86.020728
36025,"Elmore, AL",32.539375,-86.333667
36026,"Equality, AL",32.770945,-86.083661
36027,"Eufaula, AL",31.875614,-85.174002
36028,"Dozier, AL",31.472655,-86.378680
36029,"Fitzpatrick, AL",32.207341,-85.920927
36030,"Forest Home, AL",31.861907,-86.857492
36032,"Fort Deposit, AL",31.987167,-86.557897
36033,"Georgiana, AL",31.648547,-86.748925
36034,"Glenwood, AL",31.632500,-86.133888
36035,"Goshen, AL",31.757318,-86.129909
36036,"Grady, AL",31.974969,-86.142662
36037,"Greenville, AL",31.803205,-86.612642
36038,"Gantt, AL (PO Boxes)",31.417190,-86.484911
36039,"Hardaway, AL",32.285675,-85.821328
36040,"Hayneville, AL",32.188824,-86.679190
36041,"Highland Home, AL",31.913800,-86.319978
36042,"Honoraville, AL",31.855035,-86.445534
36043,"Hope Hull, AL",32.213407,-86.407670
36046,"Lapine, AL",32.022765,-86.336448
36047,"Letohatchee, AL",32.088123,-86.483798
36048,"Louisville, AL",31.776136,-85.591462
36049,"Luverne, AL",31.747961,-86.273350
36051,"Marbury, AL",32.684059,-86.476141
36052,"Mathews, AL (PO Boxes)",32.187968,-86.041593
36053,"Midway, AL",32.036684,-85.445927
36054,"Millbrook, AL",32.492112,-86.369713
36064,"Pike Road, AL",32.325774,-86.091222
36066,"Prattville, AL",32.469507,-86.423901
36067,"Prattville, AL",32.479195,-86.512478
36069,"Ramer, AL",32.087074,-86.155240
36071,"Rutledge, AL",31.711192,-86.373251
36075,"Shorter, AL",32.402916,-85.928050
36078,"Tallassee, AL",32.549252,-85.915555
36079,"Troy, AL",31.779179,-85.995843
36080,"Titus, AL",32.689871,-86.293612
36081,"Troy, AL",31.851910,-85.924091
36082,"Troy, AL",31.801919,-85.954780
36083,"Tuskegee, AL",32.436112,-85.698608
36088,"Tuskegee, AL",32.417226,-85.716754
36089,"Union Springs, AL",32.141241,-85.714097
36091,"Verbena, AL",32.752938,-86.509814
36092,"Wetumpka, AL",32.585078,-86.223539
36093,"Redland, AL",32.477886,-86.171396
36104,"Montgomery, AL",32.379961,-86.313395
36105,"Montgomery, AL",32.302423,-86.307181
36106,"Montgomery, AL",32.354596,-86.269671
36107,"Montgomery, AL",32.378540,-86.278964
36108,"Montgomery, AL",32.350543,-86.362617
36109,"Montgomery, AL",32.383576,-86.244750
36110,"Montgomery, AL",32.429402,-86.270329
36111,"Montgomery, AL",32.339004,-86.273030
36112,"Montgomery, AL",32.380519,-86.349787
36113,"Montgomery, AL",32.380598,-86.346991
36115,"Montgomery, AL",32.407146,-86.247149
36116,"Montgomery, AL",32.305299,-86.228077
36117,"Montgomery, AL",32.369543,-86.156609
36201,"Anniston, AL",33.660443,-85.851559
36203,"Oxford, AL",33.593290,-85.836547
36205,"Anniston, AL",33.718892,-85.788129
36206,"Saks, AL",33.722643,-85.827765
36207,"Anniston, AL",33.650390,-85.766017
36250,"Alexandria, AL",33.764709,-85.893939
36251,"Ashland, AL",33.251255,-85.854648
36255,"Cragford, AL",33.182489,-85.737301
36256,"New Site, AL",33.032499,-85.708841
36258,"Delta, AL",33.469506,-85.691517
36260,"Oxford, AL",33.590973,-85.990341
36262,"Fruithurst, AL",33.787360,-85.453621
36263,"Graham, AL",33.470072,-85.362114
36264,"Heflin, AL",33.614166,-85.554446
36265,"Jacksonville, AL",33.824816,-85.771300
36266,"Lineville, AL",33.327058,-85.718709
36267,"Millerville, AL",33.199544,-85.947356
36268,"Munford, AL",33.508506,-85.950167
36269,"Muscadine, AL",33.739798,-85.383878
36271,"Ohatchee, AL",33.791785,-86.021026
36272,"Piedmont, AL",33.942782,-85.612432
36273,"Ranburne, AL",33.537096,-85.361999
36274,"Roanoke, AL",33.161134,-85.371488
36276,"Wadley, AL",33.134003,-85.576944
36277,"Weaver, AL",33.756471,-85.820476
36278,"Wedowee, AL",33.327299,-85.512180
36279,"Wellington, AL",33.854754,-85.898982
36280,"Woodland, AL",33.380660,-85.396641
36301,"Dothan, AL",31.176172,-85.401083
36303,"Dothan, AL",31.254790,-85.412205
36305,"Dothan, AL",31.213554,-85.478704
36310,"Abbeville, AL",31.601814,-85.218305
36311,"Ariton, AL",31.590191,-85.684131
36312,"Ashford, AL",31.178994,-85.242620
36313,"Bellwood, AL (PO Boxes)",31.176668,-85.795612
36314,"Black, AL",31.011786,-85.769469
36316,"Chancellor, AL",31.175669,-85.863817
36317,"Clopton, AL",31.656401,-85.386162
36318,"Coffee Springs, AL",31.169524,-85.950531
36319,"Columbia, AL",31.312619,-85.144663
36320,"Cottonwood, AL",31.050510,-85.327022
36321,"Cowarts, AL",31.201092,-85.300719
36322,"Daleville, AL",31.284449,-85.721101
36323,"Elba, AL",31.419283,-86.069574
36330,"Enterprise, AL",31.320470,-85.835778
36340,"Geneva, AL",31.043152,-85.880717
36343,"Gordon, AL",31.083660,-85.132624
36344,"Hartford, AL",31.095460,-85.702878
36345,"Headland, AL",31.367734,-85.327085
36346,"Jack, AL",31.557904,-85.925052
36350,"Midland City, AL",31.319062,-85.491202
36351,"New Brockton, AL",31.406429,-85.917226
36352,"Newton, AL",31.264999,-85.609699
36353,"Newville, AL",31.455384,-85.348865
36360,"Ozark, AL",31.449771,-85.636159
36362,"Fort Rucker, AL",31.339810,-85.706558
36370,"Pansey, AL",31.143856,-85.166637
36371,"Pinckard, AL",31.315307,-85.548217
36373,"Shorterville, AL",31.541592,-85.097400
36374,"Skipperville, AL",31.590768,-85.504338
36375,"Slocomb, AL",31.088299,-85.548628
36376,"Webb, AL",31.256576,-85.271300
36401,"Evergreen, AL",31.456384,-86.947945
36420,"Andalusia, AL",31.237084,-86.505788
36421,"Andalusia, AL",31.341036,-86.490420
36425,"Beatrice, AL",31.741647,-87.196859
36426,"Brewton, AL",31.129765,-87.083418
36432,"Castleberry, AL",31.295981,-87.036726
36435,"Coy, AL",31.869578,-87.451384
36436,"Dickinson, AL",31.774796,-87.675976
36439,"Excel, AL",31.427360,-87.340774
36441,"Flomaton, AL",31.023756,-87.249776
36442,"Florala, AL",31.045460,-86.334493
36444,"Franklin, AL",31.675426,-87.452134
36445,"Frisco City, AL",31.433167,-87.415574
36446,"Fulton, AL",31.790814,-87.724978
36451,"Grove Hill, AL",31.711867,-87.781245
36453,"Kinston, AL",31.195383,-86.154085
36455,"Lockhart, AL",31.012229,-86.352249
36456,"Mc Kenzie, AL",31.548429,-86.770709
36460,"Monroeville, AL",31.502751,-87.320515
36467,"Opp, AL",31.271501,-86.259866
36471,"Peterman, AL",31.605612,-87.255785
36473,"Range, AL",31.312362,-87.234757
36474,"Red Level, AL",31.420640,-86.611226
36475,"Repton, AL",31.378440,-87.239485
36476,"River Falls, AL",31.362361,-86.549731
36477,"Samson, AL",31.087299,-86.066739
36480,"Uriah, AL",31.322465,-87.586382
36481,"Vredenburgh, AL",31.822757,-87.345029
36482,"Whatley, AL",31.622568,-87.659297
36483,"Wing, AL",31.037467,-86.703269
36502,"Atmore, AL",31.089676,-87.484434
36505,"Axis, AL",30.946828,-88.016705
36507,"Bay Minette, AL",30.868438,-87.771482
36509,"Bayou La Batre, AL",30.400964,-88.251290
36511,"Bon Secour, AL",30.308282,-87.738377
36512,"Bucks, AL",31.001190,-88.020391
36513,"Calvert, AL (PO Boxes)",31.160437,-88.012889
36518,"Chatom, AL",31.456615,-88.261355
36521,"Chunchula, AL",30.959716,-88.191636
36522,"Citronelle, AL",31.067317,-88.268868
36523,"Coden, AL",30.385143,-88.184112
36524,"Coffeeville, AL",31.791140,-88.067774
36525,"Creola, AL",30.892743,-88.024122
36526,"Daphne, AL",30.620523,-87.878492
36527,"Spanish Fort, AL",30.681740,-87.890462
36528,"Dauphin Island, AL",30.252732,-88.114879
36529,"Deer Park, AL",31.277445,-88.278821
36530,"Elberta, AL",30.388904,-87.564480
36532,"Fairhope, AL",30.511001,-87.881595
36535,"Foley, AL",30.393928,-87.697674
36538,"Frankville, AL",31.645776,-88.141817
36539,"Fruitdale, AL",31.348624,-88.394107
36540,"Gainestown, AL",31.453874,-87.692117
36541,"Grand Bay, AL",30.490875,-88.339134
36542,"Gulf Shores, AL",30.280396,-87.736226
36543,"Huxford, AL (PO Boxes)",31.219607,-87.462209
36544,"Irvington, AL",30.467437,-88.237107
36545,"Jackson, AL",31.488511,-87.871704
36548,"Leroy, AL",31.488980,-87.967725
36549,"Lillian, AL",30.402163,-87.457664
36550,"Little River, AL (PO Boxes)",31.228497,-87.718975
36551,"Loxley, AL",30.632266,-87.749140
36553,"Mc Intosh, AL",31.242826,-88.052750
36555,"Magnolia Springs, AL",30.403615,-87.772915
36556,"Malcolm, AL",31.207954,-87.965168
36558,"Millry, AL",31.621199,-88.327956
36559,"Montrose, AL (PO Boxes)",30.564656,-87.902194
36560,"Mount Vernon, AL",31.088166,-88.040353
36561,"Orange Beach, AL",30.289974,-87.571589
36562,"Perdido, AL",31.024027,-87.648950
36564,"Point Clear, AL",30.478695,-87.926509
36567,"Robertsdale, AL",30.590920,-87.613563
36568,"Saint Elmo, AL (PO Boxes)",30.517160,-88.276210
36569,"St. Stephens, AL",31.538323,-88.068978
36571,"Saraland, AL",30.834785,-88.092920
36572,"Satsuma, AL",30.857960,-88.054147
36574,"Seminole, AL",30.511993,-87.467658
36575,"Semmes, AL",30.766252,-88.265686
36576,"Silverhill, AL",30.541444,-87.755582
36578,"Stapleton, AL (PO Boxes)",30.737421,-87.771667
36579,"Stockton, AL",31.100108,-87.807949
36580,"Summerdale, AL",30.483448,-87.712650
36581,"Sunflower, AL (PO Boxes)",31.374972,-87.968913
36582,"Theodore, AL",30.529721,-88.165965
36583,"Tibbie, AL",31.340424,-88.200355
36584,"Vinegar Bend, AL",31.189090,-88.370791
36585,"Wagarville, AL",31.392412,-88.048810
36587,"Wilmer, AL",30.834059,-88.345664
36602,"Mobile, AL",30.692024,-88.045826
36603,"Mobile, AL",30.682902,-88.045686
36604,"Mobile, AL",30.681191,-88.068279
36605,"Mobile, AL",30.625119,-88.085625
36606,"Mobile, AL",30.673113,-88.107220
36607,"Mobile, AL",30.697341,-88.106724
36608,"Mobile, AL",30.689740,-88.207721
36609,"Mobile, AL",30.662185,-88.159207
36610,"Prichard, AL",30.736634,-88.079325
36611,"Chickasaw, AL",30.765790,-88.081650
36612,"Prichard, AL",30.752432,-88.111309
36613,"Prichard, AL",30.798491,-88.170499
36615,"Mobile, AL",30.643289,-88.067876
36617,"Mobile, AL",30.716026,-88.095707
36618,"Mobile, AL",30.731238,-88.172723
36619,"Tillmans Corner, AL",30.592730,-88.182876
36688,"Mobile, AL",30.695645,-88.181582
36693,"Mobile, AL",30.631002,-88.150466
36695,"Mobile, AL",30.651477,-88.234990
36701,"Selma, AL",32.433762,-87.045356
36703,"Selma, AL",32.418515,-86.971336
36720,"Alberta, AL",32.161501,-87.346372
36722,"Arlington, AL",32.079159,-87.575694
36723,"Boykin, AL",32.068375,-87.294343
36726,"Camden, AL",31.998119,-87.303871
36727,"Campbell, AL",31.928116,-88.016305
36728,"Catherine, AL",32.156959,-87.458948
36732,"Demopolis, AL",32.485470,-87.861628
36736,"Dixons Mills, AL",32.060282,-87.776198
36738,"Faunsdale, AL (PO Boxes)",32.420970,-87.624965
36740,"Forkland, AL",32.614300,-87.836028
36742,"Gallion, AL",32.481518,-87.758877
36744,"Greensboro, AL",32.703517,-87.603110
36748,"Linden, AL",32.294376,-87.787348
36749,"Jones, AL",32.536256,-86.893789
36750,"Maplesville, AL",32.789617,-86.849378
36751,"Lower Peach Tree, AL",31.811120,-87.533308
36752,"Lowndesboro, AL",32.307240,-86.646498
36753,"Mc Williams, AL (PO Boxes)",31.829003,-87.093714
36754,"Magnolia, AL",32.150971,-87.707986
36756,"Marion, AL",32.680374,-87.273438
36758,"Plantersville, AL",32.647325,-86.913177
36759,"Marion Junction, AL",32.428406,-87.272448
36761,"Minter, AL",32.085584,-86.963100
36763,"Myrtlewood, AL",32.256218,-87.956500
36765,"Newbern, AL",32.581957,-87.525112
36766,"Oak Hill, AL",31.924897,-87.086917
36767,"Orrville, AL",32.277225,-87.224302
36768,"Pine Apple, AL",31.894928,-87.017687
36769,"Pine Hill, AL",31.994502,-87.565413
36773,"Safford, AL",32.258945,-87.357531
36775,"Sardis, AL",32.212647,-86.999704
